source,description,category,fname,BE_Classification,arousal,valence,dominance,dynamics_rms_mean,dynamics_rms_std,rhythm_attacktime_mean,rhythm_tempo_mean,rhythm_tempo_std,rhythm_pulseclarity_mean,rhythm_eventdensity_mean,rhythm_fluctuationmax_peakposmean,spectral_centroid_mean,spectral_centroid_std,spectral_brightness_mean,spectral_brightness_std,spectral_spread_mean,spectral_spread_std,spectral_skewness_mean,spectral_skewness_std,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_rolloff95_mean,spectral_rolloff95_std,spectral_rolloff85_mean,spectral_rolloff85_std,spectral_spectentropy_mean,spectral_spectentropy_std,spectral_flatness_mean,spectral_flatness_std,spectral_novelty_mean,spectral_novelty_std,spectral_roughness_mean,spectral_irregularity_mean,spectral_inharmonicity_mean,spectral_mfcc_mean_1,spectral_mfcc_mean_2,spectral_mfcc_mean_3,spectral_mfcc_mean_4,spectral_mfcc_mean_5,spectral_mfcc_mean_6,spectral_mfcc_mean_7,spectral_mfcc_mean_8,spectral_mfcc_mean_9,spectral_mfcc_mean_10,spectral_mfcc_mean_11,spectral_mfcc_mean_12,spectral_mfcc_mean_13,spectral_mfcc_std_1,spectral_mfcc_std_2,spectral_mfcc_std_3,spectral_mfcc_std_4,spectral_mfcc_std_5,spectral_mfcc_std_6,spectral_mfcc_std_7,spectral_mfcc_std_8,spectral_mfcc_std_9,spectral_mfcc_std_10,spectral_mfcc_std_11,spectral_mfcc_std_12,spectral_mfcc_std_13,timbre_lowenergy_mean,timbre_lowenergy_std,timbre_spectralflux_mean,timbre_spectralflux_std,pitch_pitch_mean,tonal_keyclarity_mean,tonal_keyclarity_std,tonal_mode_mean,tonal_mode_std,tonal_hcdf_mean,tonal_hcdf_std
Expanded,Pouring Water1,Daily Routine Sound,833,U,4.818181818,4.454545455,5.45 ,0.062555,0.078107,0.02003,152.215896,14.471093,0.082276,0.833333,2.598746,2261.873451,741.576764,0.482879,0.172539,3022.489099,386.756009,3.195857,0.801045,16.381531,7.435524,7499.448812,1745.980021,3853.736064,1148.967531,0.754635,0.061652,0.124425,0.03044,0.044324,0.122985,296.779572,0.272003,0.397556,0.90578,-0.653816,0.415858,-0.076955,0.18519,-0.047435,0.0516,0.166441,0.065157,0.07679,0.045684,0.097286,0.069644,1.102589,0.678458,0.456452,0.250248,0.281799,0.228752,0.169148,0.236674,0.172575,0.170866,0.183626,0.166559,0.181802,6.019432,2.914943,55.339037,68.333804,1013.585213,0.267832,0.256849,-0.023089,0.068776,0.260333,0.418893
Expanded,Bailing,Daily Routine Sound,836,F,4.772727273,4.5,5.77 ,0.111265,0.075774,0.022616,120.393194,15.934073,0.146584,2,3.659974,1418.57854,467.961647,0.282642,0.115877,2505.455324,405.774373,4.338558,1.078127,27.822773,13.042268,5432.899226,1822.755238,2501.860883,804.95898,0.688786,0.049236,0.084876,0.027905,0.041675,0.10619,390.702185,0.358996,0.413889,3.127691,-1.051866,1.220434,-0.07649,0.627168,0.145375,0.001472,0.066933,-0.081092,0.164555,-0.089389,0.201507,-0.046156,1.022144,0.556908,0.394453,0.302874,0.290117,0.287222,0.246099,0.17833,0.15589,0.148931,0.171976,0.14866,0.162286,5.815602,2.161844,107.346079,88.936442,500.254223,0.409728,0.147075,-0.029573,0.087762,0.35359,0.341206
Expanded,Pouring Water2,Daily Routine Sound,837,U,4.958333333,4.833333333,5.83 ,0.122955,0.054931,0.019648,123.697299,36.016602,0.12717,5.166667,2.458307,2952.866486,375.961628,0.631227,0.100055,3279.942461,139.786737,2.706179,0.239739,11.76209,1.540977,8699.459111,741.212918,4929.977302,568.439062,0.819109,0.035006,0.15678,0.018763,0.043044,0.105231,1601.3046,0.429238,0.460697,1.254754,-0.881681,0.589817,-0.063468,-0.004296,-0.132445,0.118935,-0.076182,-0.031504,0.043888,-0.026868,0.031422,0.119414,0.530362,0.509467,0.442531,0.3844,0.320101,0.281342,0.21352,0.207701,0.257043,0.215502,0.209222,0.200088,0.192494,5.171478,1.963435,119.442295,59.763049,730.638535,0.482486,0.151459,-0.047109,0.108917,0.298118,0.188807
Expanded,Collating2,Daily Routine Sound,844,U,3.76,3.88,5.44 ,0.021643,0.019086,0.026507,152.06248,33.514578,0.217967,2,4.076917,3232.66795,685.499354,0.667174,0.147457,3441.827289,227.074922,2.695958,0.372761,11.917976,2.719458,10791.10797,1666.207581,4838.618859,701.99987,0.827296,0.037207,0.182658,0.035856,0.032253,0.093584,101.240986,0.25569,0.461483,0.61225,-0.811176,0.628943,-0.537441,0.444232,-0.060469,0.278228,-0.115064,0.132403,-0.101505,-0.003882,-0.142564,0.052128,0.916435,0.522501,0.36538,0.307236,0.262094,0.30216,0.265705,0.231423,0.208056,0.207367,0.231215,0.214633,0.214608,5.931969,2.877285,24.27544,23.128097,939.368926,0.431065,0.153159,-0.011278,0.099746,0.603009,0.523565
Expanded,Piano2,Music,845,H,5.636363636,7.318181818,5.59 ,0.065388,0.084716,0.031564,176.061214,23.606741,0.494924,2,2.832189,1488.698162,487.823308,0.208083,0.05749,2545.786628,576.070231,4.596422,1.345526,30.289851,14.502895,5839.312984,2924.441868,2491.154228,1540.829359,0.665284,0.04268,0.092493,0.0456,0.056978,0.146779,291.990814,0.486853,0.340382,2.230949,-0.131701,0.238989,0.001801,-0.001509,-0.091884,-0.150789,-0.205202,-0.151961,-0.084924,0.022166,0.070874,0.077124,2.049281,0.365156,0.37369,0.164586,0.229499,0.198643,0.238052,0.273844,0.254836,0.246045,0.277777,0.291592,0.236719,5.622451,3.116876,41.437227,57.615873,417.347494,0.312814,0.283251,-0.04946,0.066783,0.097208,0.193141
Expanded,Doorbell3,Daily Routine Sound,853,H,6.545454545,5.454545455,6.36 ,0.095602,0.051903,0.021695,117.248353,7.172773,0.208209,3.166667,2.650031,2129.407095,473.82235,0.424773,0.090849,3002.440493,395.753047,3.483085,0.708203,18.044142,5.442329,7515.440069,1934.892133,3442.495072,1409.422055,0.66909,0.072485,0.124339,0.044974,0.01827,0.073161,121.667179,0.572375,0.373756,1.604606,-0.626717,0.70522,-0.675682,-1.19676,-0.804505,-0.739894,-0.739133,0.019983,0.240421,0.357438,0.303875,0.345638,0.657721,0.665823,0.312416,0.368423,0.558001,0.324572,0.341252,0.377027,0.220123,0.209955,0.179255,0.203254,0.242884,5.216698,1.999418,40.834036,34.739228,605.198777,0.579659,0.140454,0.022741,0.051591,0.091981,0.156262
Expanded,VideoGame12,Electric sound,865,F,7.363636364,2.954545455,3.73 ,0.273,0.231564,0.032438,64.12472,3.144757,0.206512,1.006711,2.622235,3031.51037,619.763133,0.510379,0.101769,3650.608237,319.432915,2.246965,0.48644,8.726315,3.278827,11123.8905,1754.404087,5910.421795,1209.719545,0.743359,0.040231,0.189496,0.029189,0.047707,0.132914,1045.317249,0.860719,0.277546,0.701484,-0.099752,0.165149,-0.045098,0.035729,-0.275168,-0.356305,-0.30289,-0.114519,-0.285522,-0.310957,0.037078,0.344703,0.857838,0.328912,0.451365,0.414088,0.37273,0.51112,0.540907,0.41208,0.328027,0.397661,0.456897,0.361343,0.451518,5.646157,2.707666,212.470671,258.199556,606.230079,0.328955,0.254203,-0.017382,0.056111,0.165016,0.227308
Expanded,Sea Wave4,Nature,867,F,5.727272727,3.545454545,4.09 ,0.162271,0.070852,0.0154,129.17741,28.415132,0.197624,1.666667,1.766736,1738.674873,110.575087,0.310048,0.029554,2365.858664,216.81969,4.304001,0.197667,25.888504,2.822002,5682.423101,645.241194,2411.808847,185.098816,0.753573,0.008624,0.091774,0.014835,0.055558,0.114214,3189.455217,0.249117,0.469429,3.664501,-1.438042,-0.239117,-0.311137,0.061078,-0.186087,-0.184934,-0.084506,0.016399,-0.072285,0.006198,-0.025567,0.022035,0.194455,0.14671,0.150477,0.140526,0.14885,0.134796,0.12272,0.117274,0.124358,0.129788,0.122203,0.138182,0.129552,5.211078,2.468837,139.352203,63.124287,624.879191,0.482571,0.123749,-0.019103,0.102354,0.187423,0.069259
Expanded,Drum Set2,Music,870,H,6.791666667,5.416666667,5.33 ,0.093066,0.080716,0.019949,98.995174,44.348613,0.188877,2.333333,1.935892,2384.053525,1097.770619,0.442359,0.214019,2786.052449,309.771729,2.157751,1.178128,11.014632,9.602594,7896.513897,1374.140515,4795.777695,1585.148383,0.723946,0.10162,0.102784,0.027813,0.022498,0.081085,855.948423,0.425927,0.423775,1.365425,0.799774,0.738516,-0.200494,0.199493,-0.051623,0.141346,-0.087172,0.141428,0.132013,0.043972,-0.039908,-0.030892,0.929241,0.408115,0.310868,0.302899,0.25608,0.245275,0.208621,0.18982,0.174185,0.188529,0.142495,0.138947,0.162086,6.225854,2.984885,74.502265,80.309172,406.314866,0.490606,0.17581,-0.053971,0.075891,0.412408,0.434235
Expanded,Drum,Music,872,H,7,6,5.08 ,0.108888,0.065133,0.017444,89.457453,9.458754,0.174507,2.666667,3.359767,3688.563365,1008.523613,0.658164,0.154114,3055.878905,578.504398,1.137836,0.488511,5.490889,2.508246,9242.068801,1743.417369,6853.955487,1540.814873,0.827726,0.038751,0.138348,0.060325,0.048104,0.106339,709.328386,0.416607,0.468765,0.865602,0.848426,0.551318,0.084262,0.232053,-0.105372,0.01237,-0.116543,0.100377,0.144569,0.114031,0.031173,0.059753,0.846367,0.363833,0.35504,0.528221,0.321199,0.301675,0.216296,0.211399,0.170455,0.177243,0.205165,0.165358,0.148577,5.817948,1.998495,94.111568,64.633883,366.486354,0.410097,0.124346,-0.003395,0.08026,0.26226,0.20714
Expanded,Iron Sheet,Daily Routine Sound,876,FH,6.227272727,4.227272727,5.00 ,0.070036,0.060584,0.019198,124.973165,0.271191,0.223896,2.5,3.7326,5670.285067,515.783647,0.890026,0.038199,4145.051379,61.301432,1.130287,0.212172,3.936248,0.554448,14535.04956,244.516453,9799.898188,851.788774,0.819624,0.030529,0.2064,0.040025,0.04066,0.092535,618.32718,0.691671,0.466344,-1.05352,-0.096243,0.556247,0.660537,0.11538,-0.419713,0.275349,0.116246,0.114203,-0.005994,-0.232446,0.300297,-0.271183,0.751671,0.321228,0.227631,0.21703,0.221052,0.217713,0.188002,0.232356,0.150087,0.130183,0.180427,0.175315,0.185483,5.886557,2.848992,53.554994,51.866551,857.888609,0.704839,0.151131,-0.104239,0.120481,0.17524,0.188258
Expanded,Clock3,Daily Routine Sound,877,H,6.12,5.6,5.56 ,0.104716,0.102418,0.014703,155.361534,0.351536,0.243385,2,1.671793,2453.242112,275.988284,0.706146,0.107031,2624.914681,135.152831,4.820608,0.334839,30.046939,4.120315,4788.871042,584.242877,3356.06304,151.047601,0.683708,0.025083,0.064998,0.01728,0.030477,0.091801,921.215208,0.680753,0.371695,0.67079,-2.244805,0.103943,-0.803542,-0.33887,-0.851144,-0.221125,0.21778,0.409182,0.392139,-0.25555,-0.510601,0.67863,0.710512,1.064622,0.224788,0.403584,0.209523,0.442021,0.155062,0.188373,0.249387,0.327721,0.179689,0.319594,0.339046,5.662296,3.213735,50.757619,59.195742,767.121873,0.506494,0.250571,0.010414,0.079579,0.070239,0.127513
Expanded,Bomb12,Breaking Sound,878,F,6.166666667,3.083333333,3.50 ,0.128969,0.079266,0.013373,135.422944,38.709646,0.111678,3,2.910595,678.146716,145.558502,0.073492,0.033263,1634.051016,272.535425,7.988074,1.377542,81.245218,29.033992,1834.782071,499.079432,913.0889,266.224027,0.615971,0.031328,0.034463,0.011985,0.050701,0.11617,1049.272767,0.314721,0.464843,6.06383,-0.278873,0.741064,0.296851,0.111331,0.074017,0.079341,0.076694,0.076685,0.000517,0.005957,0.039425,-0.030747,0.5443,0.574009,0.317375,0.243595,0.236403,0.200132,0.188655,0.201303,0.17421,0.176391,0.154455,0.137445,0.144744,5.434831,2.837313,101.39619,70.29996,358.877546,0.424576,0.138702,-0.035016,0.101222,0.264116,0.103828
Expanded,Knocking6,Daily Routine Sound,880,H,5.2,5.28,5.92 ,0.130108,0.151446,0.127599,127.122506,0.022082,0.249575,1.5,2.92132,1031.16118,280.000587,0.095199,0.047514,2467.765452,401.249268,5.578205,1.28678,39.132891,19.212028,3825.403864,2337.199191,924.94206,816.318192,0.468623,0.077069,0.072,0.028849,0.011918,0.081588,78.885143,0.546119,0.167191,2.545506,0.336884,0.353899,0.243506,0.155606,-0.131793,-0.312482,-0.427118,-0.405281,-0.37068,-0.358398,-0.398048,-0.368603,1.897323,0.561028,0.328552,0.208877,0.165193,0.156035,0.2736,0.365416,0.341339,0.298464,0.295722,0.329288,0.336791,5.474642,3.320834,45.753295,85.547625,404.325464,0.291567,0.214208,0.011815,0.032388,0.052373,0.166205
Expanded,VideoGame13,Electric sound,883,F,5.333333333,3.708333333,5.13 ,0.023469,0.055616,0.026164,67.126316,0.045237,0.588566,0.666667,2.293104,3442.130712,666.129376,0.750504,0.163183,3497.726971,281.607114,2.520512,0.539588,10.34525,2.861031,11490.11719,1768.191514,5464.911621,1585.001984,0.82398,0.033953,0.20775,0.054485,0.02966,0.138352,238.687579,0.114028,0.44706,0.106789,-0.24298,0.185909,-0.017473,0.052101,0.001815,0.029669,0.030399,0.038298,-0.012877,-0.022888,0.049577,0.031391,0.562501,0.545958,0.425124,0.187714,0.169131,0.143014,0.15641,0.129737,0.141764,0.134299,0.149777,0.147369,0.123876,7.105898,3.014347,30.728109,75.826819,920.23922,0.168092,0.263262,-0.018415,0.049571,0.121239,0.283589
Expanded,Walking2,People,886,H,5.166666667,5.25,6.42 ,0.031962,0.037798,0.040447,103.828743,0.434586,0.480171,3.333333,3.495519,3491.769989,860.500601,0.599681,0.167989,3510.817025,335.413742,2.306771,0.552523,9.734556,3.936371,11155.59572,3350.199793,5640.573005,896.523469,0.834016,0.039491,0.156387,0.031898,0.056945,0.109163,155.778257,0.138319,0.481312,1.342968,0.546971,-0.262386,-0.25648,-0.119761,-0.01867,0.062287,-0.299661,0.12972,-0.147525,0.037327,-0.072037,0.004524,0.991903,0.545791,0.471796,0.372678,0.314206,0.318668,0.208695,0.202426,0.195849,0.152364,0.148497,0.147416,0.144375,6.382539,2.644278,42.406843,51.771003,725.952849,0.33475,0.236581,-0.014976,0.085903,0.497483,0.547057
Expanded,Rock2,Music,887,H,6.909090909,6.227272727,5.00 ,0.063148,0.040318,0.018398,167.153795,30.800444,0.32385,5.833333,4.746491,3953.119112,1303.684984,0.58358,0.220024,4433.437938,770.450024,1.782881,0.636894,6.606802,2.775431,13762.19758,2801.920812,7926.947612,2430.973113,0.815075,0.109837,0.339085,0.120966,0.097372,0.152314,269.771871,0.630641,0.458316,1.047995,0.046566,0.221815,0.059371,0.1984,0.131909,0.078153,-0.011889,0.006853,-0.010068,0.071352,0.178293,0.141921,0.950382,0.700163,0.374986,0.166234,0.282966,0.22232,0.150322,0.197026,0.166197,0.161766,0.181501,0.191322,0.165399,5.511913,2.596375,72.125521,49.821017,530.827035,0.278646,0.150943,-0.014814,0.064519,0.297196,0.346594
Expanded,Shearing,Daily Routine Sound,888,H,4,5.772727273,6.36 ,0.009111,0.022829,0.110888,135.166852,17.175366,0.166857,2.166667,4.124279,5686.58755,234.808877,0.987801,0.012378,3571.309982,154.454072,2.25371,0.107594,7.655499,0.424052,15839.77472,314.647557,6898.050242,376.628224,0.841664,0.015992,0.127185,0.069348,0.045919,0.099638,5.160149,0.070881,0.470006,-3.997623,-0.024741,0.703494,-0.232,0.152591,-0.058695,0.079868,-0.144207,0.050032,-0.015432,0.003104,0.033791,-0.04772,1.243957,0.601457,0.398503,0.206994,0.271299,0.246298,0.182146,0.196908,0.159412,0.182559,0.15149,0.163581,0.202065,7.458798,2.335616,16.281417,40.632788,789.232395,0.412898,0.119928,-0.006965,0.083429,0.28476,0.427143
Expanded,Barking4,Animals,889,H,5.272727273,5.181818182,5.73 ,0.042346,0.072286,0.107572,128.768672,8.131047,0.115923,1.333333,2.377638,1587.345982,220.537255,0.2389,0.075993,2229.384498,242.667136,5.273635,0.59485,35.709288,7.281598,3991.363019,1312.907834,1946.233922,376.424268,0.68684,0.033501,0.06248,0.020799,0.108519,0.159219,446.974821,0.176637,0.370353,4.501396,-2.419685,-0.119971,-1.109584,-0.267564,-0.163809,-0.231979,0.05921,-0.013213,0.13582,-0.118699,0.012996,-0.059809,0.59039,0.75821,0.512289,0.475042,0.389312,0.290387,0.298119,0.303457,0.249716,0.198597,0.208001,0.230034,0.213342,6.627055,3.061508,42.723548,72.074777,919.987513,0.445127,0.181361,-0.030792,0.084054,0.334849,0.372926
Expanded,Kindergarten,People,890,FH,4.636363636,4.636363636,5.36 ,0.037406,0.052109,0.031173,103.394526,17.058988,0.018429,0.5,2.835604,1900.017384,415.270604,0.354101,0.118391,2616.623481,296.088885,4.014114,0.673668,22.948237,6.884098,6404.258728,1446.000164,2801.933289,706.915451,0.744175,0.037012,0.101069,0.022672,0.086215,0.168891,131.941714,0.314369,0.396738,2.097242,-0.70102,0.187455,-0.358455,-0.08944,-0.036348,-0.065032,-0.100658,-0.007465,-0.076212,-0.131877,0.018514,-0.085054,1.785037,0.674158,0.281736,0.346355,0.188601,0.197163,0.190457,0.18078,0.188798,0.170179,0.192484,0.19489,0.222952,5.911259,2.818953,34.827,56.219653,550.184932,0.311237,0.280441,-0.02318,0.075313,0.193961,0.3115
Expanded,Alarm3,Daily Routine Sound,891,U,6.545454545,3.818181818,4.82 ,0.070626,0.087525,0.017807,71.738526,11.193801,0.181855,4.666667,4.756787,4385.396156,172.957707,0.960502,0.025834,3839.213452,235.351918,2.194986,0.106136,7.670071,0.56843,14611.48579,347.317419,7521.728972,339.59069,0.645752,0.107946,0.121708,0.083406,0.011533,0.076196,0.545971,0.568504,0.260043,-0.405369,-0.503068,0.917648,-0.087011,-0.45899,0.355661,0.152823,-0.537347,0.57596,-0.161322,-0.047877,0.016399,0.185329,0.597832,0.603699,1.032089,0.159819,0.536326,0.425887,0.187581,0.64755,0.676984,0.224841,0.125475,0.066008,0.213641,5.499519,3.606686,79.565169,100.914124,183.998752,0.320054,0.299503,-0.055769,0.052188,0.031034,0.213699
Expanded,Gong2,Music,894,H,6.208333333,5.208333333,5.96 ,0.064604,0.071154,0.016099,165.337935,1.187713,0.039529,0.666667,1.530443,1344.291514,301.439937,0.267926,0.058345,2174.948854,314.562054,5.202043,0.809193,37.029766,14.415933,3137.225521,1016.967204,1964.837212,568.861905,0.716074,0.026478,0.053216,0.029126,0.034225,0.086139,406.191008,0.160036,0.444338,5.331419,-2.644603,0.947674,-0.096013,0.350411,0.239099,0.153705,0.297832,-0.06441,0.204188,-0.050238,0.206421,-0.022364,0.57966,0.53417,0.331334,0.25596,0.141491,0.155168,0.139289,0.13106,0.13323,0.152813,0.124382,0.143245,0.147913,5.791653,2.979955,50.063187,60.638391,977.960506,0.57803,0.135574,-0.021402,0.103638,0.242538,0.139948
Expanded,Droping,Nature,897,F,5.681818182,4.727272727,5.41 ,0.040173,0.058487,0.021652,176.56436,0.168786,0.017943,0.5,3.12468,2263.72615,527.31211,0.500086,0.105888,2726.479314,387.378751,4.247242,0.980031,26.19446,10.715792,5864.469047,1693.751963,3491.49966,948.873597,0.764599,0.041248,0.111018,0.0442,0.042283,0.113948,616.662005,0.34946,0.476266,1.476652,-1.955141,-0.511152,-0.286965,0.591981,-0.237806,0.341416,0.156715,0.047524,-0.131313,-0.086818,-0.160777,-0.017385,0.895599,0.785589,0.241733,0.182095,0.261859,0.158764,0.177016,0.130745,0.132174,0.155965,0.138877,0.140132,0.119372,6.396667,3.025074,36.10746,63.305119,978.553711,0.476001,0.154572,-0.002352,0.120574,0.224105,0.1839
Expanded,Working3,Daily Routine Sound,903,FH,4.583333333,4.625,5.58 ,0.034965,0.030844,0.019319,55.302253,0.534633,0.295309,1.666667,2.839255,2699.327157,318.614509,0.627265,0.067542,3162.770964,291.244572,3.130044,0.610189,14.650884,4.836949,9108.001653,1485.867315,3993.668358,1201.141967,0.8067,0.019024,0.168013,0.035233,0.10065,0.178991,211.480666,0.285286,0.467903,1.773486,-1.656711,0.755519,0.262871,-0.044497,0.2265,0.207464,-0.085683,0.460901,0.001121,0.022301,0.090755,0.042394,0.63134,0.672827,0.340598,0.267985,0.194623,0.238101,0.231598,0.182634,0.225696,0.137987,0.159872,0.128038,0.127455,5.443357,2.67195,38.578417,41.972148,909.134161,0.366312,0.13215,0.000308,0.082878,0.371482,0.295173
Expanded,Workshop1,Daily Routine Sound,905,F,4.818181818,4.090909091,5.05 ,0.125522,0.028993,0.023637,107.57929,35.450777,0.179977,4,2.68906,1098.393109,78.555257,0.21047,0.02009,2096.366828,115.927752,5.505887,0.26274,42.233314,4.278987,3676.771909,236.261722,2112.236042,157.84453,0.688263,0.012574,0.055568,0.009507,0.07169,0.145559,597.791007,0.472122,0.43502,3.926035,-0.576052,1.165864,-0.027287,0.189231,0.213428,0.157994,-0.170129,0.274714,0.165263,-0.113387,0.195642,0.059398,0.139676,0.123944,0.129775,0.123271,0.131459,0.12135,0.109666,0.115453,0.121754,0.125136,0.118604,0.112631,0.113028,4.696661,1.320472,79.856814,19.54549,266.010086,0.460689,0.092438,0.017468,0.097881,0.229067,0.092163
Expanded,River,Nature,907,F,5.545454545,4.227272727,4.95 ,0.140919,0.040292,0.027673,125.600986,24.379344,0.16988,2.833333,2.250821,4343.853735,125.695616,0.782545,0.021661,3823.0259,32.400238,1.922464,0.06207,6.891925,0.287931,14365.43949,278.75465,6770.345393,150.331156,0.882058,0.003527,0.274218,0.009422,0.102174,0.183999,4681.422738,0.254175,0.485709,-0.074706,-0.920823,-0.60423,-0.505256,-0.19062,-0.49486,-0.22216,-0.169056,-0.077841,-0.174053,-0.033101,-0.079784,-0.033837,0.179074,0.173437,0.143688,0.136571,0.138084,0.133304,0.133391,0.13628,0.135604,0.133978,0.145664,0.133704,0.124169,4.701161,1.555835,122.662521,34.519053,660.730026,0.481656,0.140235,-0.047021,0.102937,0.158682,0.054195
Expanded,Falls,Nature,908,FH,5.272727273,4.863636364,4.45 ,0.152293,0.043463,0.029776,160.208255,19.947397,0.20727,3.166667,1.385507,3716.551386,157.534108,0.763052,0.031487,3492.679349,45.081356,2.575391,0.078408,10.586397,0.530917,10922.69476,1572.398095,5594.713589,168.184515,0.858491,0.004084,0.184511,0.009146,0.073336,0.131844,5451.062022,0.265171,0.484107,0.275098,-0.820783,0.055099,-0.38558,0.206378,-0.324095,0.024092,0.00914,-0.002902,-0.088274,-0.019974,-0.015347,-0.052851,0.268886,0.157342,0.145277,0.123838,0.130202,0.133594,0.129682,0.119785,0.124913,0.132505,0.130245,0.128738,0.124259,4.76534,1.671974,131.212628,37.309859,792.105224,0.444309,0.137875,-0.025108,0.095596,0.17599,0.056801
Expanded,Open the Door3,Daily Routine Sound,909,F,5.727272727,3.272727273,4.27 ,0.103902,0.115476,0.019514,164.677125,27.959737,0.143198,1.666667,2.314943,1286.703298,118.336075,0.309153,0.032413,1700.016191,191.636927,5.393438,0.411865,48.301148,7.100869,3479.227295,512.841619,2246.810303,144.131705,0.722635,0.011359,0.04556,0.014563,0.037952,0.108591,1315.107224,0.242632,0.454525,1.96789,-0.583201,0.444577,0.007287,-0.091893,-0.040613,0.08901,-0.107343,-0.125266,-0.098768,-0.030543,-0.031767,0.072235,1.957008,0.611151,0.467337,0.135041,0.137844,0.142094,0.131537,0.146484,0.192157,0.162748,0.11174,0.096409,0.101477,5.448452,3.514264,81.925196,90.259564,401.070119,0.307721,0.307373,-0.015172,0.082216,0.134248,0.183831
Expanded,Train6,Transport,911,F,6.409090909,4.545454545,4.05 ,0.181386,0.07351,0.017054,109.331832,0.620865,0.409785,5.833333,2.881494,1057.216514,77.606864,0.144473,0.024905,1804.411579,155.948434,6.643152,0.431044,56.179528,7.428474,2304.458171,174.457953,1465.924609,132.311919,0.679225,0.0105,0.037314,0.01115,0.077727,0.140288,2513.030407,0.273554,0.474639,6.663993,-1.869475,0.588472,-0.158819,-0.416125,-0.085451,-0.093061,-0.005246,-0.105556,-0.091533,-0.106203,0.026422,-0.095972,0.421432,0.389712,0.297147,0.226625,0.162742,0.140856,0.149511,0.137938,0.144128,0.138652,0.138098,0.128097,0.126698,5.036974,2.265008,163.037211,69.862439,554.959187,0.460138,0.127512,-0.0513,0.101585,0.229389,0.086997
Expanded,Casino3,Electric sound,912,FH,5.863636364,4.954545455,5.05 ,0.077073,0.02108,0.015215,159.8356,33.477959,0.177209,4.5,1.200207,2967.468569,967.057572,0.584804,0.255603,3359.363604,296.233023,2.690405,0.438648,11.08994,2.879018,10447.34255,2021.928299,5218.242923,1559.013805,0.764797,0.041671,0.18239,0.039441,0.083693,0.141143,267.629001,0.916004,0.430072,1.009929,-1.214756,0.435072,0.131835,0.006641,-0.13511,-0.200465,-0.015937,0.012189,-0.034824,0.035057,-0.155133,0.114082,1.628367,1.16212,0.719407,0.48861,0.328447,0.279926,0.334678,0.202233,0.177539,0.181449,0.201316,0.233304,0.19639,5.311829,1.87114,68.681703,26.056533,542.778057,0.640914,0.15219,0.037741,0.101917,0.234671,0.183409
Expanded,Casino4,Electric sound,913,FH,6.136363636,3.727272727,4.14 ,0.199104,0.073959,0.017999,160.563568,19.519477,0.259115,0.333333,1.602418,1897.872231,265.181214,0.38346,0.127896,2412.62164,257.732859,5.122369,0.747613,35.069852,8.422162,4576.03572,1261.961253,2751.280799,507.797446,0.705752,0.043456,0.08202,0.024498,0.046769,0.101811,2209.773548,0.971801,0.469413,2.700155,-2.030195,0.136161,-0.879362,0.128268,-0.235295,-0.075852,-0.094265,-0.045542,-0.159457,-0.174696,-0.186952,0.019009,0.645281,0.770146,0.880245,0.486422,0.468698,0.383934,0.266208,0.253589,0.203286,0.201489,0.262168,0.262591,0.204603,5.104585,1.236186,123.067799,85.31732,839.762157,0.676468,0.166575,-0.110295,0.127467,0.371398,0.290714
Expanded,Radio5,Daily Routine Sound,914,F,6.75,3.291666667,4.25 ,0.081149,0.010304,0.020197,59.703778,0.235551,0.531679,3.833333,3.425068,2904.576722,73.691784,0.703904,0.018222,2515.434961,78.615883,3.287892,0.126796,18.681926,1.226942,6600.557437,397.641741,4347.769944,118.258248,0.801936,0.00823,0.123437,0.012091,0.020878,0.098552,698.983972,0.924894,0.468339,0.575162,-1.465442,0.155075,-1.0266,0.062288,-0.003861,0.030391,0.001225,0.054931,-0.228274,-0.027638,-0.126225,-0.031958,0.116865,0.140956,0.125911,0.119581,0.150911,0.165475,0.140855,0.104935,0.124841,0.132295,0.107915,0.106221,0.107818,4.623098,0.735187,50.87185,7.913549,928.420182,0.533104,0.047217,-0.044616,0.061579,0.14893,0.063166
Expanded,Shooting16,Breaking Sound,916,F,5.791666667,3.958333333,3.96 ,0.270169,0.082153,0.016004,136.798871,44.294522,0.044102,1.333333,1.854418,789.224909,152.094876,0.11018,0.057747,1951.460872,345.333835,6.881431,0.902438,61.014799,16.132345,2284.600471,1058.68597,1206.221278,417.972657,0.583194,0.076423,0.045703,0.016004,0.015032,0.073842,1155.658378,0.705951,0.348485,5.286698,-0.669058,-0.111862,0.291117,0.032509,0.007352,0.043634,0.002812,0.075124,0.030601,0.061821,0.023808,0.006827,0.828887,1.007073,0.69128,0.347272,0.283491,0.218792,0.174998,0.131651,0.128747,0.127856,0.138654,0.136896,0.139758,4.918524,1.952343,108.290704,48.430627,558.511198,0.453088,0.155913,-0.008038,0.099571,0.267484,0.151118
